tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,Tipo,Municipio,tiempototal,an,mayor
8,1,139,3,30,9,7,16,190,2010,1
1,12,73,8,30,9,5,1,133,2020,0
15,22,71,5,39,1,7,21,153,2004,0
14,43,39,6,13,9,5,22,124,2003,0
11,19,25,4,16,4,6,23,79,2008,0
15,3,114,10,28,8,4,12,178,2008,0
6,45,54,10,24,3,3,25,142,2010,0
3,44,73,6,6,1,3,6,133,2011,0
7,34,86,10,34,9,2,9,180,2009,1
9,3,96,8,4,5,3,18,125,2019,0
6,46,65,10,24,9,5,23,160,2002,0
10,24,2,1,32,5,1,7,74,2010,0
2,12,133,7,32,7,3,1,193,2019,1
15,22,119,10,4,2,2,2,172,2011,1
11,17,12,10,25,7,5,10,82,2004,0
8,9,31,1,20,2,2,9,71,2005,0
12,18,58,2,39,6,7,23,135,2016,0
14,38,135,9,15,7,1,13,218,2004,1
5,38,30,5,34,1,2,11,113,2020,0
4,13,118,7,19,9,1,13,170,2011,0
9,39,120,2,32,4,3,8,206,2001,1
4,38,72,5,31,3,2,5,153,2006,0
12,31,43,2,31,7,2,15,126,2004,0
15,13,115,4,21,2,3,21,170,2017,1
8,35,125,1,6,4,4,14,179,2005,0
1,14,75,3,24,7,7,16,124,2012,0
15,49,60,2,18,1,6,22,145,2011,0
6,4,47,3,37,8,1,7,105,2003,0
8,25,88,3,34,7,1,15,165,2010,1
7,40,11,8,7,4,3,10,77,2015,0
13,6,88,10,8,8,7,24,133,2016,0
3,28,22,2,14,2,5,24,71,2002,0
3,20,137,8,5,3,2,21,176,2015,1
13,27,89,4,5,8,3,10,146,2016,0
14,47,29,10,34,5,2,22,139,2018,0
15,1,67,5,18,1,4,5,107,2002,0
7,40,44,1,23,9,4,17,124,2021,0
14,17,8,5,6,7,4,24,57,2011,0
8,45,2,9,29,3,4,11,96,2007,0
4,33,107,4,14,2,2,24,164,2014,0
5,35,69,6,3,2,2,4,120,2022,0
11,30,93,4,16,1,7,17,155,2004,0
10,28,3,7,10,5,2,1,63,2004,0
12,24,4,2,39,4,1,6,85,2017,0
14,43,48,1,32,8,4,9,146,2007,0
13,23,13,5,18,5,5,22,77,2015,0
2,1,37,1,13,9,2,4,63,2013,0
12,43,48,9,9,7,7,3,128,2012,0
9,42,126,9,14,6,4,27,206,2009,1
1,25,39,1,9,8,2,7,83,2019,0
5,21,68,4,7,1,7,24,106,2005,0
6,3,37,8,19,7,1,15,80,2017,0
7,29,107,3,27,2,6,16,175,2012,0
11,22,77,6,16,8,2,23,140,2015,0
7,15,20,3,23,9,6,15,77,2009,0
13,20,131,4,31,7,5,24,206,2006,1
7,38,20,2,9,4,2,27,80,2008,0
15,13,32,6,8,9,6,24,83,2015,0
4,19,20,9,20,2,1,27,74,2012,0
9,26,118,5,27,6,2,27,191,2004,1
6,14,135,4,34,9,4,21,202,2017,1
4,7,75,10,33,2,2,25,131,2004,0
15,43,100,1,29,1,5,4,189,2021,0
11,1,17,5,8,6,2,14,48,2007,0
6,10,2,7,31,8,4,26,64,2012,0
5,46,14,5,17,6,4,27,93,2013,0
15,20,8,5,33,2,2,8,83,2003,0
3,37,18,1,14,6,3,16,79,2009,0
4,40,19,7,19,3,6,6,92,2011,0
7,46,104,6,26,3,1,26,192,2012,1
14,12,61,10,38,2,7,17,137,2008,0
13,37,34,2,32,6,2,2,124,2006,0
1,16,119,5,36,7,5,20,184,2011,1
6,17,141,10,7,3,4,13,184,2019,1
3,30,22,4,2,1,1,27,62,2018,0
10,45,148,8,12,2,5,15,225,2011,1
15,35,81,9,15,3,3,14,158,2018,0
10,33,134,5,35,8,3,11,225,2018,1
6,19,32,10,7,4,3,5,78,2005,0
3,24,54,5,13,5,6,24,104,2006,0
12,30,49,9,32,9,3,26,141,2011,0
13,9,102,4,13,5,2,3,146,2005,0
10,9,15,1,28,8,2,19,71,2011,0
12,25,120,10,6,7,7,4,180,2022,0
8,14,95,1,33,9,1,7,160,2012,0
15,28,49,6,20,9,4,7,127,2021,0
8,12,150,2,15,1,7,21,188,2016,1
1,43,95,9,35,7,3,25,190,2007,1
2,14,24,2,8,4,5,1,54,2002,0
7,22,10,5,2,6,4,2,52,2006,0
3,49,35,10,2,9,5,22,108,2011,0
1,32,63,7,27,7,5,27,137,2016,0
2,37,5,4,12,7,3,9,67,2001,0
9,20,118,8,9,3,1,3,167,2001,0
7,48,71,6,38,5,5,19,175,2004,1
15,48,44,3,8,4,7,4,122,2006,0
3,21,94,4,22,3,6,10,147,2011,0
9,28,98,3,35,4,7,10,177,2016,0
15,15,59,6,4,4,5,5,103,2019,0
1,27,138,9,1,9,5,2,185,2018,1
12,13,119,6,32,7,2,19,189,2013,1
9,45,23,5,22,9,1,26,113,2006,0
2,8,140,1,36,3,7,4,190,2003,1
11,46,104,7,31,7,4,22,206,2004,1
11,36,41,2,34,8,5,11,132,2019,0
2,36,100,1,21,8,1,27,168,2009,1
11,4,91,9,17,4,7,21,136,2008,0
4,36,98,7,7,4,5,6,156,2009,0
9,16,1,2,36,7,1,17,71,2014,0
2,29,14,8,14,9,2,12,76,2014,0
11,40,88,1,14,3,5,14,157,2022,0
9,8,142,10,18,9,3,1,196,2011,0
4,11,32,4,28,9,2,3,88,2017,0
7,38,86,8,34,5,6,7,178,2013,0
15,27,50,1,30,1,3,26,124,2020,0
11,27,57,6,14,1,7,3,116,2013,0
12,8,109,3,8,7,3,20,147,2014,0
7,9,1,10,13,5,6,24,45,2017,0
7,10,36,10,5,9,2,18,77,2015,0
13,31,120,9,14,8,3,13,195,2020,1
9,35,55,1,13,1,3,10,114,2012,0
13,37,128,5,25,6,6,23,214,2001,1
10,30,87,1,6,5,7,15,139,2017,0
8,33,73,6,1,7,2,18,128,2007,0
6,48,124,1,7,5,1,11,191,2003,1
12,42,25,2,3,3,1,6,87,2019,0
5,1,32,7,13,9,1,21,67,2011,0
14,18,11,4,13,6,5,4,66,2001,0
6,33,127,3,30,7,6,22,206,2002,1
13,6,54,7,33,9,5,7,122,2017,0
4,7,1,10,27,8,6,22,57,2012,0
13,12,45,3,8,9,2,9,90,2006,0
11,21,29,10,15,8,3,24,94,2004,0
14,11,41,3,10,4,2,3,83,2003,0
2,21,41,8,36,9,6,1,117,2021,0
1,48,149,1,2,1,4,18,202,2010,1
5,20,112,9,5,2,5,8,153,2018,0
5,40,79,7,3,5,5,11,139,2007,0
13,24,146,5,23,8,2,5,219,2002,1
3,36,118,9,4,1,7,19,171,2013,0
11,22,77,8,5,7,4,12,130,2001,0
3,11,40,7,9,3,6,18,73,2016,0
3,28,97,3,38,1,3,11,170,2016,0
12,32,120,5,32,6,1,10,207,2009,1
13,42,147,6,27,3,6,16,238,2004,1
7,27,107,3,11,8,1,13,163,2019,0
3,32,31,8,39,1,7,22,114,2022,0
1,8,67,1,20,9,7,7,106,2008,0
6,44,41,1,3,2,6,9,97,2006,0
9,26,68,8,3,7,7,7,121,2002,0
11,49,150,6,12,1,5,6,229,2020,1
10,40,150,8,39,6,1,16,253,2020,1
5,3,88,9,26,4,2,22,135,2003,0
14,33,142,7,3,1,1,20,200,2018,1
14,24,87,9,19,9,3,3,162,2007,0
15,21,146,5,33,6,7,2,226,2020,1
5,45,50,1,2,6,3,4,109,2002,0
12,7,89,2,28,4,1,26,142,2001,0
13,36,86,5,17,7,5,5,164,2013,0
12,20,101,1,6,7,4,21,147,2010,0
10,31,4,2,36,5,6,7,88,2007,0
6,22,115,2,6,4,5,2,155,2010,0
1,13,80,9,25,8,6,2,136,2001,0
13,46,146,9,27,4,4,8,245,2005,1
3,34,96,9,26,7,6,4,175,2016,1
6,42,49,9,7,2,3,3,115,2009,0
7,29,16,6,3,3,4,14,64,2012,0
15,31,79,4,3,3,1,21,135,2019,0
1,12,45,7,8,4,7,4,77,2006,0
6,35,63,1,32,4,3,26,141,2010,0
15,42,82,2,31,7,2,18,179,2002,1
5,7,36,3,4,6,4,3,61,2014,0
9,47,63,6,29,1,1,18,155,2010,0
2,46,141,5,30,2,7,20,226,2010,1
10,13,117,1,16,9,5,19,166,2011,0
1,4,78,6,8,3,3,27,100,2011,0
8,28,105,9,9,1,4,15,160,2017,1
10,14,83,9,15,5,3,4,136,2008,0
14,27,69,9,3,2,5,15,124,2003,0
7,49,142,5,5,8,1,5,216,2005,1
5,3,82,5,22,5,7,23,122,2001,0
2,47,75,2,33,4,5,7,163,2022,0
10,49,94,4,6,6,1,9,169,2010,0
13,16,67,2,31,8,5,1,137,2015,0
3,13,118,2,25,7,6,11,168,2021,1
2,2,96,4,31,2,5,23,137,2010,0
13,3,145,5,35,8,5,18,209,2008,1
2,41,114,4,21,9,4,12,191,2022,1
11,34,39,8,24,7,7,5,123,2009,0
2,25,109,4,17,3,6,2,160,2020,0
9,10,54,3,34,1,2,20,111,2006,0
5,6,120,9,9,6,6,18,155,2015,0
13,34,122,10,1,9,5,3,189,2005,1
12,28,146,3,9,5,1,3,203,2016,1
14,9,16,2,36,1,7,18,78,2015,0
7,42,53,6,16,8,3,24,132,2010,0
5,36,102,8,37,8,2,2,196,2017,1
9,45,14,9,18,2,5,9,97,2009,0
13,30,92,5,19,4,7,27,163,2009,0
6,9,18,5,19,6,6,8,63,2009,0
14,35,2,8,35,9,4,27,103,2012,0
1,10,45,3,16,1,3,21,76,2021,0
11,49,86,8,36,2,5,6,192,2007,1
1,24,45,8,13,3,5,24,94,2003,0
14,4,90,5,33,7,7,9,153,2008,0
2,39,102,3,31,4,1,25,181,2011,0
3,7,48,7,28,5,5,20,98,2003,0
5,28,143,6,17,8,5,13,207,2003,1
5,35,70,5,6,7,5,21,128,2008,0
7,46,91,6,38,3,3,13,191,2003,1
9,17,83,4,35,6,1,7,154,2019,0
4,17,3,2,20,4,3,10,50,2015,0
13,7,30,5,29,2,3,3,86,2009,0
9,10,1,9,35,3,7,5,67,2011,0
13,12,128,6,27,5,7,1,191,2006,1
4,44,76,8,11,7,6,22,150,2011,0
15,7,134,2,5,2,5,16,165,2007,0
4,4,83,10,20,4,4,5,125,2006,0
13,8,59,3,24,6,6,1,113,2004,0
2,45,134,9,27,9,1,16,226,2011,1
6,35,82,6,31,8,3,17,168,2005,0
10,6,86,4,31,2,3,13,139,2005,0
9,30,131,10,7,8,4,3,195,2018,1
6,28,119,3,7,1,6,4,164,2009,1
12,28,92,7,6,2,7,3,147,2017,0
8,12,45,5,11,2,5,8,83,2019,0
9,3,44,3,15,6,1,12,80,2006,0
12,30,94,10,3,6,3,5,155,2015,0
4,43,93,7,30,4,4,2,181,2008,1
7,16,134,3,21,8,2,16,189,2012,1
9,14,138,9,12,6,2,10,188,2001,0
8,14,99,10,21,2,3,13,154,2018,1
8,7,14,5,32,6,4,12,72,2022,0
8,18,142,5,31,3,3,16,207,2007,1
14,30,41,8,14,4,2,25,111,2015,0
6,23,124,1,10,6,4,21,170,2018,1
1,42,146,1,26,7,4,22,223,2002,1
12,21,3,9,5,3,1,13,53,2016,0
13,12,17,1,12,4,4,1,59,2014,0
1,7,63,9,21,5,2,7,106,2003,0
1,16,138,8,31,8,7,23,202,2022,1
10,33,105,8,30,2,6,24,188,2022,0
14,34,143,9,33,8,3,4,241,2002,1
15,28,25,2,6,7,4,23,83,2007,0
1,45,127,6,1,4,5,9,184,2006,1
8,4,123,4,17,6,7,12,162,2011,0
4,34,124,7,2,1,7,24,172,2020,1
13,1,47,1,32,2,5,22,96,2019,0
12,38,7,10,21,9,5,15,97,2019,0
15,32,61,5,26,1,2,20,140,2021,0
3,15,45,4,7,4,3,5,78,2008,0
14,5,84,5,30,9,5,9,147,2003,0
14,35,101,8,10,8,7,2,176,2019,1
11,18,38,6,36,7,1,17,116,2012,0
13,45,110,1,32,7,1,20,208,2006,1
14,16,56,6,38,6,6,17,136,2009,0
4,25,89,5,36,7,4,12,166,2006,1
3,2,53,5,20,7,4,26,90,2013,0
3,40,21,3,17,8,2,24,92,2008,0
10,7,147,4,12,7,3,3,187,2010,1
11,16,105,8,10,2,7,10,152,2018,0
6,14,6,7,35,8,1,23,76,2011,0
9,29,112,7,39,9,6,23,205,2001,1
15,33,91,1,20,2,4,18,162,2014,0
12,17,146,8,13,9,1,5,205,2007,1
11,24,55,8,7,2,5,24,107,2005,0
12,49,19,9,35,8,7,11,132,2006,0
12,41,140,6,7,7,5,8,213,2015,1
14,16,90,9,1,3,3,5,133,2022,0
13,49,51,3,20,5,4,25,141,2019,0
14,2,136,7,36,2,3,24,197,2011,1
1,15,38,2,17,8,4,5,81,2002,0
5,32,131,4,10,9,7,3,191,2013,0
4,24,55,2,24,1,1,5,110,2004,0
5,23,81,4,32,2,1,11,147,2021,0
7,47,25,8,20,1,4,10,108,2007,0
12,21,46,9,27,7,7,13,122,2003,0
7,28,50,10,35,5,2,23,135,2005,0
6,33,60,9,9,1,4,20,118,2002,0
1,17,116,5,23,1,6,23,163,2020,0
15,25,24,1,5,9,2,5,79,2010,0
9,30,38,1,11,6,4,24,95,2021,0
15,35,142,7,2,9,5,15,210,2022,1
10,9,109,4,14,5,1,27,151,2016,0
10,46,15,7,17,8,7,20,103,2020,0
1,19,65,2,19,3,5,18,109,2008,0
13,42,106,10,3,2,4,9,176,2022,0
10,46,143,6,17,1,6,14,223,2008,1
11,28,140,2,23,5,4,15,209,2004,1
5,4,75,8,2,2,2,5,96,2015,0
14,34,117,9,19,5,4,5,198,2015,1
15,27,108,3,31,3,6,4,187,2021,1
14,40,9,5,17,2,5,6,87,2021,0
5,27,26,9,14,9,2,6,90,2009,0
12,12,42,10,6,3,7,11,85,2001,0
8,5,7,8,37,3,6,20,68,2017,0
6,19,134,8,26,7,5,22,200,2020,1
8,15,12,3,17,1,6,14,56,2021,0
8,42,150,4,18,4,1,21,226,2018,1
12,28,7,7,29,5,7,22,88,2001,0
9,47,123,4,21,5,5,14,209,2005,1
4,18,32,1,29,9,7,9,93,2010,0
7,16,4,9,29,8,4,22,73,2014,0
3,37,48,3,3,9,6,3,103,2018,0
8,44,149,4,31,7,6,12,243,2007,1
1,31,2,9,12,3,5,1,58,2012,0
3,32,62,1,8,1,5,2,107,2004,0
10,28,111,3,4,8,2,23,164,2015,0
7,47,129,10,33,1,6,23,227,2015,1
4,20,98,7,24,1,7,17,154,2017,1
3,39,131,7,9,6,1,10,195,2016,0
10,47,122,10,34,4,7,13,227,2015,1
2,22,99,6,20,6,4,8,155,2003,0
3,43,149,5,31,7,1,11,238,2001,1
14,15,36,10,5,4,7,25,84,2002,0
5,31,103,6,17,3,5,11,165,2018,1
1,4,30,8,26,8,6,11,77,2018,0
14,44,41,8,39,5,6,19,151,2004,0
6,18,7,10,23,4,5,19,68,2008,0
10,44,18,2,7,1,7,19,82,2008,0
14,13,60,10,21,8,5,8,126,2010,0
1,15,141,9,1,5,4,1,172,2022,0
15,26,13,4,31,9,2,3,98,2016,0
7,11,29,1,23,4,5,9,75,2004,0
7,12,10,1,21,1,5,8,52,2002,0
14,22,126,9,17,9,1,8,197,2004,1
15,39,49,7,10,6,1,8,126,2013,0
12,38,89,4,12,3,7,23,158,2019,0
13,14,92,4,13,3,4,18,139,2012,0
6,22,79,3,3,7,3,18,120,2011,0
14,47,116,10,7,8,6,24,202,2005,1
3,8,138,7,18,3,7,8,177,2004,1
13,10,23,7,13,1,7,3,67,2018,0
11,49,20,4,12,8,3,21,104,2018,0
8,34,61,1,25,5,5,20,134,2001,0
2,17,53,6,30,1,3,25,109,2002,0
6,13,59,2,16,4,7,18,100,2021,0
12,29,78,1,34,7,7,20,161,2004,1
10,47,59,10,9,6,3,8,141,2003,0
13,31,91,6,5,5,7,16,151,2008,0
11,16,39,7,25,9,5,16,107,2003,0
2,22,137,2,13,6,6,17,182,2011,1
8,2,47,9,6,1,3,23,73,2002,0
12,32,78,8,2,6,1,5,138,2015,0
2,21,139,9,11,7,2,21,189,2011,1
7,21,120,4,7,7,7,6,166,2022,1
11,14,138,7,9,4,7,3,183,2017,1
6,40,46,2,10,4,2,16,108,2002,0
2,30,97,4,36,2,2,18,171,2001,0
11,35,102,9,36,5,2,20,198,2020,1
6,3,133,10,17,3,1,17,172,2001,0
10,46,4,7,7,8,2,7,82,2019,0
9,1,19,4,34,3,6,26,70,2007,0
8,9,50,10,7,5,4,24,89,2011,0
12,27,142,3,7,4,6,9,195,2006,1
7,8,126,9,18,5,1,10,173,2013,0
3,29,10,9,38,2,5,19,91,2003,0
12,31,110,6,25,8,2,27,192,2020,1
10,18,61,3,25,2,7,2,119,2004,0
4,37,112,3,35,5,1,17,196,2013,1
6,32,41,2,38,2,6,1,121,2017,0
7,5,14,8,7,8,7,10,49,2005,0
9,41,131,7,20,5,3,15,213,2016,1
1,35,76,1,24,2,4,16,139,2019,0
3,5,23,8,33,2,2,8,74,2008,0
11,13,45,7,24,8,2,14,108,2009,0
3,16,27,4,27,2,7,23,79,2018,0
8,15,39,8,31,1,6,22,102,2008,0
7,16,136,4,25,3,7,16,191,2021,1
6,10,146,10,27,4,6,7,203,2022,1
3,32,61,4,28,6,6,5,134,2001,0
12,35,10,4,9,2,6,23,72,2008,0
3,45,113,9,6,2,6,27,178,2010,1
9,45,28,7,24,7,6,26,120,2020,0
2,13,89,10,18,1,1,6,133,2017,0
12,16,25,9,14,5,6,22,81,2010,0
12,5,50,3,31,5,5,15,106,2007,0
3,47,66,9,32,5,1,9,162,2022,0
7,49,149,6,5,4,3,26,220,2009,1
2,27,129,4,28,9,2,8,199,2008,1
2,36,24,2,17,9,5,7,90,2021,0
13,11,46,9,3,2,3,14,84,2005,0
15,4,94,6,31,7,5,24,157,2009,0
8,49,90,2,6,1,2,2,156,2011,0
5,28,1,2,20,5,6,19,61,2003,0
14,46,97,5,32,3,3,18,197,2011,0
7,9,39,10,12,7,5,18,84,2010,0
2,46,13,8,10,9,1,23,88,2001,0
4,40,43,6,21,1,2,16,115,2016,0
7,15,76,10,29,5,3,20,142,2016,0
10,18,100,5,38,2,4,14,173,2020,0
4,36,80,3,11,4,4,19,138,2018,0
3,10,4,7,21,8,1,26,53,2001,0
11,3,86,5,9,6,7,2,120,2007,0
6,33,3,2,11,1,5,22,56,2003,0
14,10,131,10,26,2,5,5,193,2022,0
13,33,13,8,19,9,2,16,95,2009,0
13,27,95,10,1,7,3,25,153,2009,1
5,29,4,5,30,7,5,15,80,2009,0
5,38,135,5,18,2,2,18,203,2017,1
7,30,73,9,31,7,5,17,157,2019,0
13,32,15,4,20,7,1,10,91,2010,0
3,38,46,8,35,1,7,22,131,2002,0
4,32,14,10,1,4,5,20,65,2021,0
9,46,96,1,17,1,2,24,170,2004,1
10,29,111,9,15,8,6,5,182,2020,1
10,39,138,6,15,6,5,20,214,2005,1
1,38,47,10,8,9,6,17,113,2006,0
14,26,63,8,20,7,2,22,138,2006,0
9,10,47,10,2,7,2,15,85,2005,0
11,42,76,6,28,8,5,22,171,2001,1
3,5,14,10,10,7,1,6,49,2022,0
11,19,61,4,16,5,5,25,116,2007,0
6,3,135,7,12,1,7,19,164,2013,0
1,43,91,2,23,8,6,12,168,2012,1
14,46,51,3,7,5,4,27,126,2001,0
5,36,66,5,24,9,1,7,145,2021,0
11,32,129,5,1,4,7,16,182,2020,1
6,38,99,4,20,6,7,7,173,2003,0
1,44,144,1,29,7,4,14,226,2001,1
6,26,13,7,26,8,7,25,86,2019,0
15,48,137,7,23,4,5,11,234,2020,1
2,17,111,1,3,1,5,16,135,2005,0
5,9,54,9,17,7,3,10,101,2009,0
12,34,11,10,3,2,6,19,72,2013,0
14,38,62,8,6,2,6,14,130,2004,0
11,31,126,7,19,2,2,23,196,2014,1
15,8,54,9,39,5,3,2,130,2020,0
13,42,99,1,31,2,1,9,188,2010,1
5,45,16,3,24,1,3,21,94,2002,0
8,8,37,8,24,6,7,1,91,2022,0
3,5,144,2,27,7,1,26,188,2006,1
2,12,148,9,35,5,2,12,211,2008,1
8,3,3,10,15,7,1,4,46,2004,0
14,25,89,2,36,5,3,1,171,2013,0
7,7,148,5,13,6,4,10,186,2012,1
9,48,9,2,28,5,5,8,101,2018,0
1,2,16,2,36,9,2,2,66,2018,0
7,31,8,6,34,7,7,13,93,2001,0
14,14,24,1,34,2,1,5,89,2002,0
7,15,70,6,16,1,3,16,115,2019,0
14,22,148,9,37,1,7,19,231,2008,1
6,3,9,8,27,2,4,20,55,2022,0
12,17,67,5,2,2,6,1,105,2016,0
7,11,109,6,17,8,5,2,158,2008,0
15,44,86,3,32,7,6,21,187,2005,1
11,23,20,2,17,3,1,27,76,2005,0
13,17,147,2,23,7,3,8,209,2021,1
12,14,136,6,34,3,4,12,205,2014,1
13,22,25,2,3,5,7,22,70,2008,0
11,13,58,1,36,3,1,26,122,2018,0
3,27,92,2,36,5,4,6,165,2019,1
4,36,7,9,22,3,7,13,81,2021,0
2,2,29,4,18,2,7,14,57,2018,0
2,19,78,4,28,5,1,7,136,2014,0
7,49,118,3,31,5,6,1,213,2003,1
8,3,28,10,8,8,1,19,65,2006,0
9,19,138,1,28,2,6,7,197,2014,1
1,21,74,6,36,9,1,19,147,2006,0
15,28,138,1,18,2,1,24,202,2014,1
8,39,84,1,35,2,6,3,169,2009,0
1,28,77,8,24,5,5,14,143,2022,0
10,13,16,8,7,8,6,1,62,2014,0
2,18,137,4,7,5,1,22,173,2002,1
3,39,77,2,16,7,5,16,144,2013,0
11,37,76,2,17,6,3,16,149,2014,0
7,15,101,3,6,6,4,18,138,2016,0
9,45,1,7,35,6,7,11,103,2011,0
8,28,97,6,7,1,7,6,147,2010,0
8,24,25,10,16,2,7,8,85,2001,0
9,37,44,6,24,7,7,5,127,2022,0
11,20,99,10,19,8,5,1,167,2001,1
10,25,130,6,31,7,3,17,209,2017,1
7,16,101,10,16,7,2,4,157,2022,0
9,3,146,6,35,8,6,25,207,2009,1
6,1,15,4,11,5,7,19,42,2013,0
5,9,33,4,33,3,5,6,87,2007,0
1,15,27,10,7,1,2,22,61,2020,0
14,12,46,8,37,1,4,15,118,2005,0
6,49,120,1,33,1,7,20,210,2001,1
13,42,3,7,35,6,5,22,106,2005,0
8,16,83,4,14,3,7,3,128,2010,0
13,12,103,6,18,3,6,14,155,2006,0
4,23,26,1,37,8,3,15,99,2008,0
5,41,84,4,18,3,3,21,155,2004,0
9,45,111,1,5,4,4,15,175,2021,1
5,21,23,3,8,7,1,3,67,2010,0
3,21,127,2,13,5,4,4,171,2008,0
4,32,98,8,31,2,5,22,175,2019,1
8,42,84,8,18,8,6,2,168,2020,0
5,38,38,9,20,1,1,1,111,2012,0
4,41,129,6,12,3,6,12,195,2014,1
8,37,23,8,26,7,3,19,109,2003,0
9,4,106,8,35,8,1,8,170,2004,0
13,27,103,8,35,1,1,8,187,2019,1
5,6,36,6,32,6,4,1,91,2009,0
1,40,41,8,17,5,1,25,112,2011,0
14,47,95,5,30,2,4,9,193,2022,1
11,30,70,6,23,8,2,27,148,2016,0
6,39,76,1,9,1,5,21,132,2019,0
6,10,59,3,27,8,7,16,113,2012,0
12,21,119,5,21,7,2,14,185,2008,1
4,44,147,9,8,2,7,17,214,2018,1
10,45,13,1,6,2,3,17,77,2018,0
5,40,137,7,9,3,3,2,201,2022,1
14,2,74,6,2,7,1,14,105,2003,0
11,9,6,3,37,8,7,15,74,2009,0
12,45,41,4,20,3,2,7,125,2001,0
15,42,40,7,35,2,3,11,141,2012,0
15,29,8,9,11,9,6,24,81,2002,0
10,29,74,6,23,2,7,12,144,2010,0
4,26,65,1,4,6,7,13,106,2014,0
5,42,128,9,15,9,3,3,208,2004,1
5,21,73,7,37,1,6,21,144,2019,0
11,46,94,3,39,5,7,1,198,2008,1
13,40,125,7,4,3,3,13,192,2002,1
3,3,62,10,36,7,4,5,121,2004,0
12,43,100,10,18,7,5,5,190,2014,1
13,31,5,1,37,2,7,22,89,2015,0
3,28,12,4,8,2,4,9,57,2013,0
12,4,96,5,32,6,2,13,155,2010,0
14,15,51,4,27,3,2,4,114,2018,0
1,39,38,8,26,1,6,7,113,2006,0
8,14,6,9,15,4,2,12,56,2005,0
15,6,99,5,23,2,6,2,150,2005,0
5,32,19,3,2,6,4,19,67,2013,0
9,26,138,5,19,5,5,9,202,2008,1
11,3,40,7,2,3,4,19,66,2016,0
3,43,31,10,24,8,1,14,119,2003,0
13,41,134,5,23,3,5,20,219,2016,1
8,27,126,10,2,9,7,13,182,2014,1
12,5,39,6,31,2,2,23,95,2013,0
2,30,91,2,28,5,2,20,158,2009,0
1,10,125,9,18,5,5,20,168,2009,1
12,29,4,8,12,3,7,2,68,2017,0
2,35,135,6,20,5,2,13,203,2008,1
3,15,135,2,2,2,3,8,159,2007,1
14,38,11,5,31,4,2,8,103,2002,0
13,5,101,3,7,7,2,19,136,2017,0
8,9,9,2,27,5,5,27,60,2005,0
5,39,60,7,12,3,2,14,126,2013,0
2,32,64,2,12,7,3,4,119,2020,0
3,22,16,3,5,6,3,27,55,2007,0
9,13,124,3,21,7,3,11,177,2005,1
11,39,106,9,2,7,1,10,174,2004,0
5,2,16,7,31,4,2,18,65,2018,0
14,35,127,10,36,9,7,2,231,2010,1
10,26,135,10,19,5,6,14,205,2018,1
5,25,93,2,39,9,1,3,173,2004,0
15,4,115,7,36,5,2,25,182,2006,0
8,28,62,8,2,7,2,22,115,2011,0
4,30,44,6,25,2,2,9,111,2016,0
13,33,18,2,29,4,3,27,99,2014,0
10,31,147,2,3,2,4,19,195,2006,1
3,29,129,7,4,7,2,11,179,2005,0
15,45,90,8,34,4,6,7,196,2006,1
9,4,45,5,11,8,1,20,82,2021,0
3,25,35,9,19,1,2,10,92,2007,0
1,6,56,2,12,3,6,17,80,2012,0
10,47,96,2,37,1,4,5,193,2015,1
9,33,143,2,10,5,3,6,202,2015,1
3,21,7,5,21,9,4,5,66,2015,0
7,12,43,7,37,4,2,12,110,2003,0
6,23,35,8,7,7,2,15,86,2009,0
10,45,116,6,27,2,5,17,206,2003,1
12,23,68,6,14,2,3,12,125,2005,0
2,45,132,9,32,3,7,7,223,2007,1
14,28,132,6,9,4,6,15,193,2015,0
10,11,143,1,27,2,5,25,194,2005,1
12,41,17,2,30,8,4,8,110,2011,0
5,5,142,4,10,1,4,25,167,2015,1
2,40,144,2,10,6,2,1,204,2006,1
13,1,127,3,5,3,5,9,152,2001,0
15,5,53,3,32,7,6,21,115,2008,0
3,17,21,4,13,9,1,4,67,2001,0
4,46,142,8,24,2,3,18,226,2020,1
7,39,150,6,9,2,7,9,213,2018,1
10,6,100,9,12,5,7,4,142,2004,0
6,39,31,2,26,8,3,17,112,2010,0
11,35,108,3,15,7,1,21,179,2018,0
4,4,150,3,31,7,3,19,199,2017,1
6,36,95,3,20,6,2,25,166,2017,0
7,17,12,3,27,1,6,17,67,2020,0
11,49,146,2,35,7,5,5,250,2003,1
12,17,123,3,10,7,6,6,172,2018,1
15,25,26,2,38,8,4,25,114,2018,0
6,37,110,2,34,5,1,23,194,2016,1
4,33,75,8,19,8,1,1,147,2017,0
5,33,62,3,23,6,2,16,132,2008,0
7,33,125,5,26,4,3,3,200,2009,1
14,22,23,1,21,2,7,15,83,2009,0
11,16,107,1,9,5,2,13,149,2009,0
12,11,108,9,15,2,6,17,157,2020,0
7,24,20,6,12,1,4,6,70,2021,0
7,35,67,4,12,9,1,16,134,2007,0
11,29,114,7,36,1,2,14,198,2016,1
1,1,83,9,11,3,2,15,108,2017,0
5,10,136,1,6,8,3,24,166,2012,1
8,25,19,5,39,5,4,6,101,2017,0
10,44,73,6,8,5,4,7,146,2009,0
1,9,58,5,20,3,5,7,96,2011,0
6,30,98,9,2,2,2,16,147,2010,0
10,23,88,7,9,6,6,10,143,2022,0
2,33,64,9,33,4,1,20,145,2008,0
15,13,32,4,30,4,1,25,98,2010,0
7,23,80,5,23,4,6,12,142,2013,0
